wkt_geom,years,predicted,
"MultiPolygon (((768756.62540927669033408 1675458.58582830708473921, 768765.47720664273947477 1675467.1920433456543833, 768779.75209481979254633 1675392.07351557747460902, 768764.34158807969652116 1675389.06269639474339783, 768736.36808995297178626 1675374.84525652881711721, 768715.57671822118572891 1675428.86336460150778294, 768750.05751152895390987 1675451.50971674080938101, 768756.62540927669033408 1675458.58582830708473921)))",2021,2,
"MultiPolygon (((770495.50562426389660686 1675950.27818363904953003, 770487.50766536372248083 1676005.96640697354450822, 770540.51588400220498443 1676015.07417246093973517, 770548.81623065168969333 1676060.58270822954364121, 770641.50327517068944871 1676072.4963205368258059, 770695.13709661399479955 1676076.51768377027474344, 770691.69929018151015043 1675989.14252913533709943, 770495.50562426389660686 1675950.27818363904953003)))",2021,3,
"MultiPolygon (((768881.3577717492589727 1678303.60661211446858943, 768932.36599140707403421 1678127.72146899858489633, 768764.62630709144286811 1678127.15267957700416446, 768751.60738316969946027 1678141.3386730058118701, 768687.62517653289251029 1678287.69948451197706163, 768879.55705734132789075 1678309.81591354985721409, 768881.3577717492589727 1678303.60661211446858943)))",2021,3,
"MultiPolygon (((765275.07221506570931524 1685037.44917035032995045, 765359.59872140816878527 1685058.57077146833762527, 765311.66608118126168847 1684826.30255004367791116, 765263.5848969763610512 1684845.7071525591891259, 765250.29468861455097795 1684886.31457583466544747, 765247.87467321252916008 1684947.24487651418894529, 765275.07221506570931524 1685037.44917035032995045)))",2021,1,
"MultiPolygon (((769374.0489820574875921 1679066.97890311852097511, 769048.89572555129416287 1678960.77677573496475816, 769041.32231684983707964 1678960.77676713978871703, 769023.94817554368637502 1678993.70506632304750383, 769362.63792022911366075 1679112.05231578159146011, 769374.0489820574875921 1679066.97890311852097511)))",2021,3,
"MultiPolygon (((764347.85280016995966434 1677150.75610001897439361, 764328.61750015791039914 1677204.10240002046339214, 764330.18780016084201634 1677216.65450001996941864, 764386.89420015458017588 1677243.03470001881942153, 764513.27110021421685815 1677296.88610001932829618, 764470.2781002155970782 1677183.15250002080574632, 764446.06240012729540467 1677177.60060002491809428, 764347.85280016995966434 1677150.75610001897439361)))",2021,1,
"MultiPolygon (((767376.64502388506662101 1677242.88981021265499294, 767408.68505477043800056 1677237.63924322370439768, 767442.4773957027355209 1677211.88686622027307749, 767446.73274106427561492 1677177.38355113449506462, 767401.62675226957071573 1677144.75398167897947133, 767346.99207744910381734 1677088.4690877771936357, 767333.13268950930796564 1677077.54696600791066885, 767323.82493496302049607 1677115.57427744660526514, 767374.56290850602090359 1677165.47016318864189088, 767376.64502388506662101 1677242.88981021265499294)))",2021,3,
"MultiPolygon (((763505.18057513830717653 1673621.49422257812693715, 763355.75422257522586733 1673568.01412415946833789, 763337.41968599753454328 1673640.10138383111916482, 763339.98804753413423896 1673679.76333552459254861, 763438.81538372987415642 1673718.7290271136444062, 763453.44944200571626425 1673698.74372383020818233, 763473.20410213083960116 1673692.10053967428393662, 763492.86361292155925184 1673684.34923126199282706, 763505.18057513830717653 1673621.49422257812693715)))",2021,1,
"MultiPolygon (((767325.48248779273126274 1678416.31702683470211923, 767078.76084172877017409 1678422.15735361026600003, 767081.0534062827937305 1678454.67327476385980844, 767323.22494941030163318 1678448.6005427420604974, 767325.48248779273126274 1678416.31702683470211923)))",2021,1,
"MultiPolygon (((767871.18825745116919279 1675587.61730559077113867, 767979.23511006555054337 1675415.9836886536795646, 767927.13893174298573285 1675419.48144987667910755, 767926.88363327318802476 1675414.5265354213770479, 767894.93643785500898957 1675416.71834123623557389, 767845.07993024657480419 1675419.98317832592874765, 767871.18825745116919279 1675587.61730559077113867)))",2021,1,
"MultiPolygon (((770220.9275856192689389 1679560.87874096049927175, 770263.00682814035099 1679456.27482947800308466, 770120.11690125591121614 1679406.50763939204625785, 769948.02757499320432544 1679354.29031510045751929, 769935.12802824098616838 1679473.11206771642901003, 770215.94408979720901698 1679558.63863409194163978, 770220.9275856192689389 1679560.87874096049927175)))",2021,3,
"MultiPolygon (((767463.41871805663686246 1676761.6590296330396086, 767491.94126251921989024 1676760.53194751334376633, 767501.32685022661462426 1676689.6986676431261003, 767493.52141594840213656 1676686.71582002216018736, 767508.86362678022123873 1676591.35758195584639907, 767469.69591611681971699 1676581.79123244411312044, 767457.74092797096818686 1676659.9509643733035773, 767463.41871805663686246 1676761.6590296330396086)))",2021,1,
"MultiPolygon (((765573.05737930594477803 1682296.53457251098006964, 765743.75500737316906452 1682298.46770771662704647, 765784.51427767076529562 1682306.67920113727450371, 765777.88205481064505875 1682246.82054879888892174, 765769.6701675436925143 1682212.51806416548788548, 765776.48467106290627271 1682180.3786014320794493, 765733.6934116177726537 1682190.18989810510538518, 765577.46557333192322403 1682220.52668056730180979, 765573.05737930594477803 1682296.53457251098006964)))",2021,2,
"MultiPolygon (((770806.32652672939002514 1681661.54908261960372329, 770776.10589938098564744 1681668.97985244612209499, 770696.31976178055629134 1681666.49646062892861664, 770695.90032160584814847 1681784.27652556844986975, 770696.73127987049520016 1681915.99269974953494966, 770748.86690865166019648 1681914.01455774088390172, 770822.9341581593034789 1681908.36743863788433373, 770806.32652672939002514 1681661.54908261960372329)))",2021,3,
"MultiPolygon (((768059.68912198906764388 1677320.77652261732146144, 768039.88849646761082113 1677328.38400465901941061, 768034.66263316199183464 1677388.32273337291553617, 767994.11668568244203925 1677404.87689723121002316, 767992.3703014001948759 1677484.07754092686809599, 768113.62423298147041351 1677509.13019165070727468, 768162.63008332904428244 1677408.34508890868164599, 768064.50391869689337909 1677321.0055281100794673, 768059.68912198906764388 1677320.77652261732146144)))",2021,3,
"MultiPolygon (((765744.09986275434494019 1683472.7750543428119272, 765671.14981268625706434 1683592.29017393081448972, 765879.97491317754611373 1683681.78714518225751817, 765924.18763592001050711 1683527.51554110297001898, 765744.09986275434494019 1683472.7750543428119272)))",2021,1,
"MultiPolygon (((767253.95887561130803078 1680801.3903986073564738, 767228.28669375739991665 1680680.81980206537991762, 767221.26863494538702071 1680643.2852731323800981, 767176.67030601645819843 1680643.05722301942296326, 767174.02104484755545855 1680702.61025361623615026, 767163.72412373754195869 1680717.36845040204934776, 767164.45189292263239622 1680738.80406318907625973, 767167.83477905509062111 1680754.62657588766887784, 767253.95887561130803078 1680801.3903986073564738)))",2021,3,
"MultiPolygon (((767088.88500225963070989 1673025.33196991099976003, 767051.17474092403426766 1673145.35792357427999377, 767119.03638656786642969 1673164.50409103860147297, 767163.39618420193437487 1673017.65086211427114904, 767123.3738623820245266 1673028.37946087867021561, 767088.88500225963070989 1673025.33196991099976003)))",2021,1,
"MultiPolygon (((774170.72434437973424792 1673724.1960887813474983, 774245.57418958959169686 1673725.22297571948729455, 774319.54324115160852671 1673715.57345533720217645, 774338.15235727094113827 1673712.68507512216456234, 774359.41236162430141121 1673636.21805472555570304, 774182.32498012657742947 1673616.22763872426003218, 774170.72434437973424792 1673724.1960887813474983)))",2021,3,
"MultiPolygon (((759591.07812581793405116 1672538.31770835025236011, 759819.94270938693080097 1672482.75520829344168305, 759810.68229271110612899 1672459.60416660271584988, 759806.71354270959272981 1672427.19270823616534472, 759683.0208342446712777 1672468.20312494528479874, 759588.4322924807202071 1672497.30729164136573672, 759591.07812581793405116 1672538.31770835025236011)))",2021,1,
"MultiPolygon (((759528.78790019545704126 1675245.68020001566037536, 759569.39270010078325868 1675379.66540001193061471, 759618.69080018904060125 1675347.86530001740902662, 759609.21220017736777663 1675289.53710001986473799, 759601.81080018007196486 1675258.08810002240352333, 759594.41980011260602623 1675222.34150002081878483, 759528.78790019545704126 1675245.68020001566037536)))",2021,1,
"MultiPolygon (((767315.0263132241088897 1677402.72153323818929493, 767340.86552807386033237 1677401.57976157148368657, 767360.06394944782368839 1677394.64367914176546037, 767364.1485760526265949 1677370.97927006660029292, 767386.22242823708802462 1677337.36887548817321658, 767364.42444791668094695 1677303.12883121939375997, 767354.15049303160049021 1677261.99899602355435491, 767364.24962648714426905 1677233.14889067271724343, 767363.58780204481445253 1677173.04555534501560032, 767320.23662061709910631 1677127.76588047202676535, 767234.97251251386478543 1677360.59141913754865527, 767259.2524092219537124 1677373.53695380501449108, 767285.34681273123715073 1677387.37339109135791659, 767315.0263132241088897 1677402.72153323818929493)))",2021,3,
"MultiPolygon (((773790.439594148658216 1673409.88996576331555843, 773722.96564199915155768 1673422.23339536366984248, 773660.62891764100641012 1673417.07192063913680613, 773662.75967042474076152 1673455.54924572608433664, 773670.81080503377597779 1673602.92374178068712354, 773740.24112665466964245 1673620.27963192272000015, 773810.22255275771021843 1673631.03651878144592047, 773812.30631631752476096 1673572.14728647470474243, 773814.6214895989978686 1673510.12045262288302183, 773790.439594148658216 1673409.88996576331555843)))",2021,3,
"MultiPolygon (((764760.15779601759277284 1683131.20025580865330994, 764749.40359880332835019 1683084.51551015092991292, 764577.72864532889798284 1683145.50963254412636161, 764600.53913284209556878 1683187.42315724701620638, 764760.15779601759277284 1683131.20025580865330994)))",2021,1,
"MultiPolygon (((770305.93628732301294804 1681510.34600414126180112, 770439.41211428947281092 1681519.3129750108346343, 770589.13554220017977059 1681518.90778422285802662, 770699.18454043613746762 1681512.08297796314582229, 770667.16443153377622366 1681480.22390309162437916, 770652.71776318375486881 1681473.85644303262233734, 770590.96574069955386221 1681448.38837622082792222, 770562.25959370192140341 1681448.63476519309915602, 770312.31139230146072805 1681449.92855867836624384, 770305.93628732301294804 1681510.34600414126180112)))",2021,1,
"MultiPolygon (((762551.02915944566484541 1673324.34392254636622965, 762499.25917152198962867 1673473.00053756381385028, 762580.90060354210436344 1673471.5844151375349611, 762619.89281877945177257 1673340.4987372187897563, 762551.02915944566484541 1673324.34392254636622965)))",2021,3,
"MultiPolygon (((767915.52965183753985912 1678109.14831334841437638, 768109.70550552289932966 1678067.18570762732997537, 768113.77621980919502676 1678060.1583082303404808, 768086.97323069872800261 1678037.44256505835801363, 768067.63707143324427307 1677989.28981569921597838, 767897.2020364721538499 1678027.10544577660039067, 767909.50808231742121279 1678084.58769258973188698, 767915.52965183753985912 1678109.14831334841437638)))",2021,1,
"MultiPolygon (((768760.89359878329560161 1678489.2697823322378099, 768751.14958033175207675 1678405.93312370288185775, 768862.52223661623429507 1678409.12185107101686299, 768865.5083732467610389 1678378.55083699314855039, 768879.55705734132789075 1678309.81591354985721409, 768687.62517653289251029 1678287.69948451197706163, 768673.22075164609123021 1678303.6063773836940527, 768633.64378257293719798 1678347.31135778431780636, 768544.69797099661082029 1678400.43308788957074285, 768584.91779903578571975 1678399.71983285457827151, 768555.66106092894915491 1678511.16816356731578708, 768760.89359878329560161 1678489.2697823322378099)))",2021,3,
"MultiPolygon (((767150.99923925695475191 1676407.61357381590642035, 767151.80923974956385791 1676402.39357161801308393, 767160.70931177283637226 1676342.59354688134044409, 766849.0092839056160301 1676214.76312319817952812, 766740.18911996332462877 1676303.60305289621464908, 766710.93907601502723992 1676327.47303398931398988, 767152.00921446364372969 1676427.59358651679940522, 767150.99923925695475191 1676407.61357381590642035)))",2021,1,
"MultiPolygon (((768304.51551927719265223 1680290.79709010221995413, 768339.00541016831994057 1680405.29719338403083384, 768380.3952609826810658 1680552.00732238055206835, 768513.12534434290137142 1680550.50747093674726784, 768456.11547712469473481 1680395.96731975371949375, 768389.93566428124904633 1680205.84713831730186939, 768304.51551927719265223 1680290.79709010221995413)))",2021,3,
