wkt_geom,years,predicted,
"MultiPolygon (((769666.51996205758769065 1681510.4503344155382365, 769780.10669569484889507 1681496.47728285659104586, 769791.65137541014701128 1681361.98264966299757361, 769818.80734967405442148 1681375.24825621163472533, 769813.2830865909345448 1681303.99611390428617597, 769792.28640890214592218 1681194.48079040832817554, 769729.3873522620415315 1681194.75439290911890566, 769666.51996205758769065 1681510.4503344155382365)))",2021,3,
"MultiPolygon (((767933.79111949005164206 1683576.97140582767315209, 767515.1197588995564729 1683572.74291691090911627, 767477.97610727208666503 1683596.45416633086279035, 767498.21519715315662324 1683697.54347614524886012, 767552.70372872776351869 1683717.6506918512750417, 767568.12665030499920249 1683779.16106630838476121, 767957.9403988029807806 1683730.805068344110623, 767933.79111949005164206 1683576.97140582767315209)))",2021,1,
"MultiPolygon (((769246.23528720089234412 1682083.54626752994954586, 769316.24374050949700177 1682091.21400299505330622, 769334.04927564947865903 1681991.77673025033436716, 769339.21067615784704685 1681916.77258944581262767, 769187.85675454221200198 1681943.0460485084913671, 769191.4327881372300908 1681978.07233563088811934, 769263.06894246418960392 1681965.71949521591886878, 769246.23528720089234412 1682083.54626752994954586)))",2021,1,
"MultiPolygon (((770487.74483044701628387 1680807.23582126409746706, 770589.42969795374665409 1680781.50397120229899883, 770595.65037858858704567 1680736.18298310833051801, 770512.19310637912712991 1680691.60015018261037767, 770487.74483044701628387 1680807.23582126409746706)))",2021,4,
"MultiPolygon (((770134.28612377261742949 1680810.39526946563273668, 770189.42007881845347583 1680795.54266713769175112, 770188.05130644072778523 1680677.74305137526243925, 770121.32691908767446876 1680676.85447184345684946, 770125.10229084827005863 1680804.38313281442970037, 770134.28612377261742949 1680810.39526946563273668)))",2021,4,
"MultiPolygon (((770943.76891766907647252 1680813.75660311314277351, 770937.18688362836837769 1680818.66031703259795904, 771019.55260070320218801 1680852.85555993299931288, 771049.31518932362087071 1680975.95073096221312881, 771053.92630257830023766 1680981.81246179039590061, 771112.03250688989646733 1680846.98563951603136957, 770952.48855443857610226 1680814.49781626672483981, 770943.76891766907647252 1680813.75660311314277351)))",2021,4,
"MultiPolygon (((771436.90456298994831741 1681767.23792354553006589, 770994.90767648676410317 1681924.50910643418319523, 770995.23324981471523643 1681949.2312145852483809, 771458.07040363061241806 1681811.79894193168729544, 771436.90456298994831741 1681767.23792354553006589)))",2021,4,
"MultiPolygon (((768982.65725338808260858 1682704.12009465089067817, 768998.86641239933669567 1682868.46706265211105347, 769053.68934921897016466 1682871.63919393578544259, 769119.84691368311177939 1682870.21336395549587905, 769100.20507438783533871 1682703.53432310419157147, 768982.65725338808260858 1682704.12009465089067817)))",2021,1,
"MultiPolygon (((769153.29488807916641235 1681994.35244416445493698, 769115.71019522973801941 1681999.89981023245491087, 769083.29549351369496435 1682004.62082350067794323, 769081.12061943346634507 1682025.52059370581991971, 768948.85722144623287022 1682037.17888395139016211, 768922.85380342719145119 1682092.23714055656455457, 768925.99509068881161511 1682193.3538034672383219, 769135.1772308754734695 1682158.55314480466768146, 769153.29488807916641235 1681994.35244416445493698)))",2021,1,
"MultiPolygon (((768812.37555638491176069 1680858.80608597933314741, 768900.54494402720592916 1680852.9799600129481405, 769014.31087794853374362 1680815.52042488916777074, 768935.99768194474745542 1680777.90817230427637696, 768830.18395018181763589 1680666.54276668769307435, 768822.56450683809816837 1680675.75579831330105662, 768854.1988012904766947 1680713.24089767504483461, 768840.99829573975875974 1680756.22557044681161642, 768797.25008905632421374 1680771.88768947520293295, 768757.66681417636573315 1680775.24605948315002024, 768752.56255548074841499 1680807.74219559994526207, 768704.10993489320389926 1680817.64428418874740601, 768737.75092859077267349 1680863.50802233582362533, 768812.37555638491176069 1680858.80608597933314741)))",2021,1,
"MultiPolygon (((767948.33766739792190492 1682407.46573027758859098, 768227.75134942634031177 1682379.10623585013672709, 768255.45203150017186999 1682466.88560965145006776, 768308.80303299543447793 1682455.09606308280490339, 768286.19650499324779958 1682363.72135745268315077, 768287.4480312637751922 1682301.29400643846020103, 768203.14495296380482614 1682293.35513131879270077, 768216.74307567323558033 1682345.21316359238699079, 767927.9556060554459691 1682375.34788507339544594, 767948.33766739792190492 1682407.46573027758859098)))",2021,1,
"MultiPolygon (((770275.7629478583112359 1682441.05776208685711026, 770278.63106065988540649 1682417.37767274049110711, 770283.12375309807248414 1682380.96417552698403597, 770303.01848080637864769 1682274.8062131330370903, 770210.13817580579780042 1682245.86768967448733747, 770156.06592414516489953 1682336.98154533165507019, 770139.19572258042171597 1682421.57435354427434504, 770275.7629478583112359 1682441.05776208685711026)))",2021,1,
"MultiPolygon (((769904.82998204394243658 1682374.31862800917588174, 769911.84035172965377569 1682353.69587558158673346, 769948.78640431794337928 1682300.86783577525056899, 769964.2053888140944764 1682175.49618187244050205, 769913.19045814371202141 1682142.91300557320937514, 769920.02944622025825083 1682193.25559319136664271, 769914.54512754315510392 1682202.71384953963570297, 769865.85691779712215066 1682173.47894834051840007, 769740.25782300578430295 1682203.91992868552915752, 769761.11381311039440334 1682297.49107634159736335, 769845.57826524204574525 1682300.78751737927086651, 769846.42079579748678952 1682377.07874452602118254, 769904.82998204394243658 1682374.31862800917588174)))",2021,1,
"MultiPolygon (((769809.26427537354175001 1679903.87072888109833002, 769909.40974484640173614 1679900.03896915609948337, 769906.04334155516698956 1679771.90511359204538167, 769898.30089022277388722 1679762.62697700806893408, 769802.57969478680752218 1679755.65980067127384245, 769809.26427537354175001 1679903.87072888109833002)))",2021,3,
"MultiPolygon (((771790.93212525802664459 1680070.48792304797098041, 771745.09923383919522166 1680064.59594502905383706, 771721.35132295684888959 1680071.70944899995811284, 771705.01176450413186103 1680324.24733310821466148, 771738.98550208308734 1680332.35920727043412626, 771744.25092336174566299 1680333.61641876492649317, 771757.36577748344279826 1680335.91484375880099833, 771790.93212525802664459 1680070.48792304797098041)))",2021,3,
"MultiPolygon (((771244.65185331762768328 1681282.96076606051065028, 771215.30924117704853415 1681282.17885944177396595, 771142.64931135787628591 1681466.56453265692107379, 771174.82901162724010646 1681482.32560687651857734, 771219.03416223987005651 1681415.74346102843992412, 771244.65185331762768328 1681282.96076606051065028)))",2021,4,
"MultiPolygon (((769566.58311516477260739 1681730.72850343305617571, 769586.88250007783062756 1681769.93272219458594918, 769570.94617713894695044 1681772.07462039054371417, 769579.40367729973513633 1681821.99269233411177993, 769909.59205391956493258 1681829.55262913415208459, 769889.62005435884930193 1681733.88797158980742097, 769891.66505898279137909 1681733.69006458483636379, 769566.58311516477260739 1681730.72850343305617571)))",2021,1,
"MultiPolygon (((763354.38412446214351803 1680434.23801485518924892, 763327.56938454392366111 1680382.46169200213626027, 763229.12453268130775541 1680376.19979453040286899, 763225.57548873638734221 1680409.83231976325623691, 763154.31779292924329638 1680428.59232406271621585, 763051.06468554609455168 1680449.35832494916394353, 763065.42068035854026675 1680499.99152992386370897, 763354.38412446214351803 1680434.23801485518924892)))",2021,1,
"MultiPolygon (((771125.64485920139122754 1675231.92828302527777851, 771110.80915533052757382 1675003.39216318866237998, 771099.14630378352012485 1675004.22415353218093514, 771041.87384685932192951 1675011.29561924212612212, 771041.52499181567691267 1675233.720294957049191, 771125.64485920139122754 1675231.92828302527777851)))",2021,1,
"MultiPolygon (((765152.3388598682358861 1681596.85061897849664092, 765232.57128844643011689 1681613.14590623043477535, 765192.17616916529368609 1681382.3025789309758693, 765116.52753025619313121 1681426.50678317644633353, 765143.95111736888065934 1681492.35666675376705825, 765152.3388598682358861 1681596.85061897849664092)))",2021,1,
"MultiPolygon (((764744.39509378303773701 1680896.43712654965929687, 764850.84674601093865931 1680885.57041374291293323, 764817.31395358266308904 1680817.88090547267347574, 764738.400003946502693 1680808.35567060392349958, 764744.39509378303773701 1680896.43712654965929687)))",2021,2,
"MultiPolygon (((764487.38892353582195938 1682799.17715855734422803, 764299.57526667742058635 1682780.67469508713111281, 764266.70336283463984728 1682883.48509844765067101, 764374.2226807726547122 1682929.64498481270857155, 764469.0777720611076802 1682954.84925185539759696, 764487.38892353582195938 1682799.17715855734422803)))",2021,3,
"MultiPolygon (((765661.1948364011477679 1682753.65831437753513455, 765691.50457764731254429 1682687.79700506082735956, 765539.67388939880765975 1682662.38544478500261903, 765523.30070389597676694 1682731.72597288759425282, 765661.1948364011477679 1682753.65831437753513455)))",2021,1,
"MultiPolygon (((764604.67560824623797089 1682951.5078247431665659, 764719.85326794302091002 1682938.19419944612309337, 764641.05181040253955871 1682747.88097481126897037, 764605.17172862042207271 1682764.63605111325159669, 764584.86632106569595635 1682773.04227392142638564, 764561.75996663793921471 1682781.97045907354913652, 764604.67560824623797089 1682951.5078247431665659)))",2021,1,
"MultiPolygon (((763637.65209702088031918 1680199.36288897669874132, 763554.19623550667893142 1680086.61096628592349589, 763378.87691765814088285 1680140.88429424911737442, 763446.71545763139147311 1680265.74892834178172052, 763637.65209702088031918 1680199.36288897669874132)))",2021,1,
"MultiPolygon (((764809.89249387616291642 1682342.59746925602667034, 764886.63767027866560966 1682286.67000019131228328, 764873.71740743285045028 1682231.2800710191950202, 764819.86524371826089919 1682249.60340241505764425, 764833.03805459314025939 1682282.63282276224344969, 764799.90321142820175737 1682313.25740837422199547, 764809.89249387616291642 1682342.59746925602667034)))",2021,1,
"MultiPolygon (((764903.57009193231351674 1681920.08062640158459544, 764943.31763080693781376 1681979.86971599282696843, 764996.31935044284909964 1681951.2409592738840729, 765060.7339149242034182 1681987.72776841628365219, 765092.9995244974270463 1681967.50031174812465906, 765065.37421177909709513 1681881.49896462052129209, 764903.57009193231351674 1681920.08062640158459544)))",2021,2,
"MultiPolygon (((768060.73983127484098077 1675685.31529635400511324, 768065.89243808551691473 1675610.43277358752675354, 768053.95263175084255636 1675569.99938269914127886, 768005.6737138326279819 1675577.25666011637076735, 767898.49342141812667251 1675601.04854370537213981, 767905.5445201494731009 1675629.35827587358653545, 767911.24933254905045033 1675640.37073062686249614, 767968.33746162755414844 1675657.21106886910274625, 768060.73983127484098077 1675685.31529635400511324)))",2021,2,
"MultiPolygon (((768049.4518419107189402 1676519.87304392759688199, 768237.84456628304906189 1676514.02043068129569292, 768231.82767081586644053 1676309.42442684015259147, 768029.12391571467742324 1676287.32570138340815902, 768044.73073906893841922 1676415.49138095835223794, 768049.4518419107189402 1676519.87304392759688199)))",2021,1,
"MultiPolygon (((767096.69807220820803195 1677695.63457950321026146, 767160.07375818851869553 1677720.37845382490195334, 767162.51132552360650152 1677543.60094025055877864, 767111.42591594951227307 1677534.93902147654443979, 767107.51120020262897015 1677605.08521311264485121, 767096.69807220820803195 1677695.63457950321026146)))",2021,1,
"MultiPolygon (((763547.00237164821010083 1680085.75529559957794845, 763463.0359397892607376 1679960.93092543538659811, 763280.76862659119069576 1680001.95291606336832047, 763380.98148674075491726 1680135.37248585745692253, 763547.00237164821010083 1680085.75529559957794845)))",2021,1,
"MultiPolygon (((768502.96139556355774403 1675725.03025016724132001, 768515.63074947136919945 1675651.32996732089668512, 768336.89368659991305321 1675661.47145711327902973, 768330.22667286195792258 1675718.07982730027288198, 768382.14227238076273352 1675729.74245790578424931, 768373.2991193673806265 1675779.12978429975919425, 768400.89493862190283835 1675782.76557813212275505, 768414.54964708676561713 1675716.93704945920035243, 768502.96139556355774403 1675725.03025016724132001)))",2021,1,
"MultiPolygon (((764313.22976503218524158 1682360.79830719437450171, 764341.90262214955873787 1682373.07799451472237706, 764430.13970243418589234 1682346.61666644434444606, 764465.78052398492582142 1682274.83608409436419606, 764374.4866245873272419 1682219.5595559508074075, 764338.80195921962149441 1682276.17260281997732818, 764313.22976503218524158 1682360.79830719437450171)))",2021,2,
"MultiPolygon (((763875.59633250720798969 1682770.14324552519246936, 764039.43272707751020789 1682722.16835332522168756, 763976.4678282521199435 1682614.29336466174572706, 763860.91601300123147666 1682660.81923261121846735, 763874.44958370691165328 1682690.53074029018171132, 763903.2604156726738438 1682690.52280249306932092, 763894.83947483950760216 1682741.46479085297323763, 763867.79498836793936789 1682746.91733242408372462, 763875.59633250720798969 1682770.14324552519246936)))",2021,1,
"MultiPolygon (((764623.05041577806696296 1681522.6795779331587255, 764560.3000932881841436 1681357.45830048504285514, 764365.4082024316303432 1681365.00476974528282881, 764386.59666632022708654 1681478.72019151714630425, 764623.05041577806696296 1681522.6795779331587255)))",2021,1,
"MultiPolygon (((770442.21758953889366239 1675687.20952450833283365, 770478.36229085014201701 1675695.59588959557004273, 770516.89288489078171551 1675702.23830229789018631, 770536.7254130863584578 1675707.66960118385031819, 770553.97280236193910241 1675638.56116432696580887, 770589.04230900772381574 1675646.93534323014318943, 770611.01904407213442028 1675652.94489682698622346, 770618.95607500814367086 1675626.68629898922517896, 770507.05005727417301387 1675585.43347407993860543, 770462.0674208861310035 1675560.00649656262248755, 770442.21758953889366239 1675687.20952450833283365)))",2021,3,
"MultiPolygon (((767097.59795312746427953 1682250.18492363230325282, 767070.81592616997659206 1682289.0717710442841053, 767058.3788188265170902 1682333.32537098717875779, 767259.81429613754153252 1682326.76262489543296397, 767248.05323411745484918 1682245.58792172372341156, 767097.59795312746427953 1682250.18492363230325282)))",2021,1,
"MultiPolygon (((764558.94805413135327399 1682954.97738600894808769, 764580.77755549247376621 1683040.13775467150844634, 764642.71437929267995059 1683029.21226054616272449, 764649.0100594109389931 1683061.94259131420403719, 764676.75943339813966304 1683051.18488138308748603, 764670.6299704450648278 1683003.732062385417521, 764734.01305906032212079 1682988.50544263981282711, 764719.85326794302091002 1682938.19419944612309337, 764604.67560824623797089 1682951.5078247431665659, 764558.94805413135327399 1682954.97738600894808769)))",2021,1,
"MultiPolygon (((758494.45954647345934063 1681374.67089348239824176, 758660.28181580523960292 1681428.63965021190233529, 758744.1376355595421046 1681350.41011024918407202, 758674.54366042977198958 1681236.83498556260019541, 758564.86936878319829702 1681209.27892321720719337, 758494.45954647345934063 1681374.67089348239824176)))",2021,2,
"MultiPolygon (((767897.86168726603500545 1678027.42647777358070016, 768068.29736849875189364 1677989.61070413514971733, 768045.13693454477470368 1677930.61951978364959359, 768050.78535783919505775 1677931.69573085941374302, 768053.48248518595937639 1677917.80587308458052576, 768055.2632176784100011 1677895.74487850489094853, 768071.67888776073232293 1677807.90771239902824163, 767885.48003930132836103 1677755.76007437240332365, 767884.25537461065687239 1677986.24908218695782125, 767897.86168726603500545 1678027.42647777358070016)))",2021,3,
"MultiPolygon (((767795.73238497844431549 1675692.40116237639449537, 767867.74249188601970673 1675591.91921450546942651, 767856.19154773070476949 1675520.15773935872130096, 767781.40704418788664043 1675533.58926841523498297, 767783.9472681749612093 1675641.22935135057196021, 767795.73238497844431549 1675692.40116237639449537)))",2021,1,
"MultiPolygon (((767563.08649650646839291 1675927.98540042783133686, 767583.04698140337131917 1675929.60162998107261956, 767602.78826533327810466 1675931.1380589441396296, 767667.86244015605188906 1675938.12246282887645066, 767678.78702902724035084 1675901.34111377457156777, 767570.83849674055818468 1675868.76694936049170792, 767563.08649650646839291 1675927.98540042783133686)))",2021,1,
"MultiPolygon (((764141.42498335801064968 1681426.02992216241545975, 764303.51891760574653745 1681466.82427868922241032, 764218.31114567490294576 1681099.75057617714628577, 764116.64427081460598856 1681220.60761353187263012, 764141.42498335801064968 1681426.02992216241545975)))",2021,1,
"MultiPolygon (((769115.02591644646599889 1678156.40521553251892328, 769107.56447043782100081 1678257.03384749754332006, 769069.74160870304331183 1678255.19269668217748404, 769039.84824457974173129 1678462.87547167902812362, 769004.32776784431189299 1678483.03411973011679947, 768996.79950961377471685 1678505.75601063366048038, 769135.09051735361572355 1678498.00133301853202283, 769284.94107664050534368 1678488.98476303857751191, 769266.19816771650221199 1678336.68807546515017748, 769255.6984798142220825 1678197.3108536652289331, 769256.40870655851904303 1678176.38416287722066045, 769115.02591644646599889 1678156.40521553251892328)))",2021,1,
"MultiPolygon (((764141.48015555017627776 1681430.68031455762684345, 764116.64427081460598856 1681220.60761353187263012, 763990.2386273187585175 1681294.79972407524473965, 763878.84927028440870345 1681391.3029319557826966, 764141.48015555017627776 1681430.68031455762684345)))",2021,1,
"MultiPolygon (((763635.31919398624449968 1680838.12396549643017352, 763605.80835830816067755 1680756.64338608831167221, 763519.19246367877349257 1680753.23555061616934836, 763408.17104945611208677 1680769.03888280293904245, 763408.86439402983523905 1680831.81821976066567004, 763635.31919398624449968 1680838.12396549643017352)))",2021,1,
"MultiPolygon (((763624.8944871275452897 1680780.32784521230496466, 763700.21377871034201235 1680774.86324763693846762, 763687.79912802553735673 1680635.78475283971056342, 763590.41178472433239222 1680634.13781503844074905, 763557.08729113067965955 1680633.76376417838037014, 763588.48623590683564544 1680700.31978917401283979, 763624.8944871275452897 1680780.32784521230496466)))",2021,1,
"MultiPolygon (((764681.27621917333453894 1682670.06339435651898384, 764757.92886542459018528 1682622.21646101120859385, 764547.57196256273891777 1682305.20699961017817259, 764490.92007422784809023 1682371.65794496913440526, 764681.27621917333453894 1682670.06339435651898384)))",2021,1,
"MultiPolygon (((760120.78839488397352397 1668565.01441236911341548, 760157.10402718326076865 1668539.39814068027772009, 760111.4878352772211656 1668491.29367059608921409, 760074.05240470729768276 1668511.14107387093827128, 760120.78839488397352397 1668565.01441236911341548)))",2021,1,
"MultiPolygon (((767010.55212607770226896 1676079.87544558849185705, 767196.31920392578467727 1676194.70765794743783772, 767299.43688665400259197 1676252.62792787421494722, 767331.33845866296906024 1676203.37040394358336926, 767188.56661642156541348 1676064.56697841407731175, 767124.25680455332621932 1676004.55354288942180574, 767010.55212607770226896 1676079.87544558849185705)))",2021,1,
"MultiPolygon (((771855.93983003403991461 1674140.19755433173850179, 772053.09901302598882467 1674119.55374118336476386, 772045.85952454037033021 1674066.54875390348024666, 772044.10118003748357296 1674041.83916879980824888, 771830.74326420691795647 1674058.86427560960873961, 771855.93983003403991461 1674140.19755433173850179)))",2021,3,
"MultiPolygon (((772704.9964752581436187 1673036.65414216555655003, 772770.79920675710309297 1673038.41121041565202177, 772773.30168479820713401 1672952.19329484039917588, 772653.55978267162572592 1672955.1272321343421936, 772655.86708537838421762 1672988.1468817051500082, 772702.13990618009120226 1672986.02447807812131941, 772704.9964752581436187 1673036.65414216555655003)))",2021,1,
"MultiPolygon (((771106.54717414069455117 1674046.54097499512135983, 771092.41432821948546916 1674125.20656075165607035, 771285.98706046468578279 1674098.31524176918901503, 771278.13975893938913941 1674013.86109201516956091, 771106.54717414069455117 1674046.54097499512135983)))",2021,3,
"MultiPolygon (((769143.47677124524489045 1680753.09255538252182305, 769110.88970378926023841 1680719.41951440228149295, 769137.5022818180732429 1680695.48978894366882741, 769057.95328109303954989 1680625.4259442447219044, 768972.63918655132874846 1680648.30904783355072141, 768943.69907796755433083 1680633.59895093785598874, 768920.09726392733864486 1680644.2790709373075515, 768986.81912889727391303 1680753.66952384496107697, 769036.82538267655763775 1680808.99512182525359094, 769075.40946488734334707 1680795.25980542716570199, 769143.47677124524489045 1680753.09255538252182305)))",2021,1,
"MultiPolygon (((767249.01574767054989934 1680130.68198506627231836, 767231.49259580229409039 1680102.14057775540277362, 767165.69192557060159743 1680130.50911321537569165, 767177.17779968702234328 1680169.94218899984844029, 767212.65678663877770305 1680179.53479389962740242, 767253.39746846910566092 1680170.8092725791502744, 767249.01574767054989934 1680130.68198506627231836)))",2021,1,
"MultiPolygon (((766968.58182460791431367 1677972.31948259635828435, 767012.40423552202992141 1678018.1728973591234535, 767073.97296613454818726 1678040.97667335206642747, 767166.08472360868472606 1678063.08857202879153192, 767171.72534877504222095 1678033.05865488667041063, 767094.45505055552348495 1677983.38575126486830413, 766993.67194219911471009 1677915.28221142617985606, 766968.58182460791431367 1677972.31948259635828435)))",2021,3,
"MultiPolygon (((770676.72888561454601586 1674922.54874401772394776, 770946.69636172452010214 1674891.6619713653344661, 770935.58773926412686706 1674819.57046055933460593, 770667.12002618901897222 1674869.62812474253587425, 770668.98402401641942561 1674903.97066448349505663, 770676.72888561454601586 1674922.54874401772394776)))",2021,1,
"MultiPolygon (((766171.80361413094215095 1678198.48459004051983356, 766178.8416820727288723 1678254.41864278260618448, 766296.5482943628448993 1678252.56246631848625839, 766308.97040055843535811 1678116.29278361867181957, 766171.94172346126288176 1678101.15356405451893806, 766171.80361994460690767 1678193.30256734718568623, 766171.80361413094215095 1678198.48459004051983356)))",2021,1,
"MultiPolygon (((766986.2505210149101913 1680003.77129817823879421, 767011.8341729782987386 1679877.68527582590468228, 766928.17112731235101819 1679863.08481824304908514, 766861.57035049726255238 1679852.86409895541146398, 766853.7435154290869832 1679853.96449498925358057, 766852.67960201832465827 1679861.82762816827744246, 766853.74344948015641421 1679912.83195227105170488, 766851.83030710753519088 1679943.33138341922312975, 766850.01346332114189863 1679975.37972144177183509, 766895.07052693434525281 1680003.38159429654479027, 766933.58466672559734434 1680027.31714204791933298, 766949.39646717836149037 1679998.69123467430472374, 766986.2505210149101913 1680003.77129817823879421)))",2021,1,
"MultiPolygon (((773415.52147694071754813 1676822.46997811133041978, 773375.58951834728941321 1676809.78737666411325336, 773391.58463188889436424 1676945.40618903189897537, 773426.36221484944690019 1677091.54086895240470767, 773434.22004394419491291 1677095.88089699298143387, 773468.79192048311233521 1677072.62483489816077054, 773440.95527855237014592 1676830.04394052899442613, 773415.52147694071754813 1676822.46997811133041978)))",2021,3,
"MultiPolygon (((772625.36554725561290979 1673423.83445916138589382, 772768.17219443572685122 1673401.26752396090887487, 772772.71604960737749934 1673370.49229393247514963, 772624.4812888385495171 1673384.23888412583619356, 772625.36554725561290979 1673423.83445916138589382)))",2021,3,
"MultiPolygon (((773097.90234539203811437 1672778.12746359943412244, 773089.52140968001913279 1672951.44111600727774203, 773138.63020498235709965 1672967.47414298984222114, 773207.19950443808920681 1672966.59601802355609834, 773143.67638983787037432 1672738.84224350657314062, 773099.72280623426195234 1672732.12156338663771749, 773097.90234539203811437 1672778.12746359943412244)))",2021,1,
"MultiPolygon (((769751.7582275252789259 1675627.63888986664824188, 769723.04401447018608451 1675717.96731978887692094, 769918.20165426284074783 1675669.37091056606732309, 769903.10688738059252501 1675637.81917256279848516, 769877.48978786915540695 1675627.50409822282381356, 769872.34978354582563043 1675611.5710224921349436, 769751.7582275252789259 1675627.63888986664824188)))",2021,3,
"MultiPolygon (((770518.38753399881534278 1677331.39979487261734903, 770513.58889115520287305 1677350.81957445968873799, 770377.93527310504578054 1677465.15412095584906638, 770478.44712036743294448 1677543.09267646400257945, 770581.79931489401496947 1677502.10981452162377536, 770720.69964117358904332 1677480.81587928929366171, 770749.45499544707126915 1677454.82259819423779845, 770795.72434974182397127 1677407.54404382291249931, 770822.88069159490987659 1677386.37108201929368079, 770813.17653608741238713 1677222.41265294281765819, 770780.56109334633219987 1677223.5962209957651794, 770727.84903906425461173 1677246.18385992641560733, 770619.09799763699993491 1677307.65650542639195919, 770554.38569174986332655 1677329.92442935216240585, 770518.38753399881534278 1677331.39979487261734903)))",2021,1,
"MultiPolygon (((767342.18082444719038904 1678699.37079383083619177, 767351.69507662032265216 1678600.49787189462222159, 767402.01869082171469927 1678514.84665361163206398, 767360.28238497558049858 1678537.12840424734167755, 767311.77407496306113899 1678536.98934915824793279, 767288.77116868318989873 1678542.86644904548302293, 767259.94921532017178833 1678568.30852802353911102, 767238.68289541453123093 1678682.15170228388160467, 767238.52118384023196995 1678691.90664477902464569, 767254.80215165799017996 1678694.28207345795817673, 767253.88753658533096313 1678704.14901560405269265, 767310.41168665559962392 1678699.56305899121798575, 767310.02659292798489332 1678692.44732743315398693, 767342.18082444719038904 1678699.37079383083619177)))",2021,1,
"MultiPolygon (((768601.07721545326057822 1675386.90549680893309414, 768612.31263687077444047 1675322.64012745581567287, 768621.70493520656600595 1675271.69501447048969567, 768483.06405503605492413 1675251.95697119017131627, 768479.93232479970902205 1675266.65463216858915985, 768421.68258410086855292 1675255.70951833832077682, 768435.38290392025373876 1675379.477977036498487, 768601.07721545326057822 1675386.90549680893309414)))",2021,1,
"MultiPolygon (((769082.0615908878389746 1675084.3048629725817591, 769008.41549918078817427 1675101.39935014257207513, 769006.35753034276422113 1675121.52544644963927567, 769085.24839146295562387 1675106.59438503789715469, 769082.0615908878389746 1675084.3048629725817591)))",2021,1,
"MultiPolygon (((768778.78290512575767934 1681662.77095634583383799, 768629.81041828915476799 1681612.64656979171559215, 768591.95263035036623478 1681634.30852163024246693, 768539.47251558071002364 1681623.77771656424738467, 768796.32938558934256434 1681747.29864482278935611, 768786.04737005196511745 1681721.7568218323867768, 768778.78290512575767934 1681662.77095634583383799)))",2021,1,
"MultiPolygon (((769015.27240518014878035 1675141.33396622585132718, 769098.04557938652578741 1675125.45087181148119271, 769085.24839146295562387 1675106.59438503789715469, 769006.35753034276422113 1675121.52544644963927567, 769015.27240518014878035 1675141.33396622585132718)))",2021,1,
"MultiPolygon (((767308.96559214685112238 1677619.33003917289897799, 767308.34053690428845584 1677655.41470536356791854, 767432.43119786260649562 1677674.09590222546830773, 767432.88375527283642441 1677691.03983693430200219, 767496.75370947737246752 1677691.21242703660391271, 767496.20468067866750062 1677644.92894647107459605, 767372.72875224868766963 1677628.91148208850063384, 767379.49802616587840021 1677582.04695131187327206, 767312.3866774010239169 1677573.75600079190917313, 767308.96559214685112238 1677619.33003917289897799)))",2021,1,
"MultiPolygon (((771250.04643495893105865 1673744.72506178729236126, 771172.20611786749213934 1673761.21195353381335735, 771202.39481134014204144 1673932.39025449194014072, 771272.29460604884661734 1673951.68344968347810209, 771250.04643495893105865 1673744.72506178729236126)))",2021,3,
"MultiPolygon (((771336.60156121989712119 1677173.52863525901921093, 771263.87991721788421273 1677286.4913470430765301, 771276.85947480262257159 1677285.33895679912529886, 771269.07171074207872152 1677311.84496398898772895, 771302.81915342656429857 1677315.01411634404212236, 771301.66567535512149334 1677291.38921157829463482, 771468.19196042371913791 1677323.76344330259598792, 771475.04174771171528846 1677185.55694588250480592, 771450.12095910683274269 1677168.5388429150916636, 771405.14156041829846799 1677171.79470585705712438, 771336.60156121989712119 1677173.52863525901921093)))",2021,3,
"MultiPolygon (((770459.25610768748447299 1674024.3827829584479332, 770451.84388719499111176 1674145.52858741790987551, 770555.79312109784223139 1674140.41051593888550997, 770556.39061731169931591 1674022.72928176843561232, 770459.25610768748447299 1674024.3827829584479332)))",2021,3,
"MultiPolygon (((772021.29770370642654598 1673268.12609468121081591, 772112.24143992946483195 1673262.75348020996898413, 772158.25526319176424295 1673273.69141947757452726, 772186.06906780903227627 1673174.81222976953722537, 772025.28266199014615268 1673146.3863748696167022, 772021.29770370642654598 1673268.12609468121081591)))",2021,1,
"MultiPolygon (((767283.63725597446318716 1678485.5770030664280057, 767318.13725115125998855 1678449.10241801990196109, 767081.73015001660678536 1678455.0515125566162169, 767082.11999094404745847 1678496.46179809467867017, 767283.63725597446318716 1678485.5770030664280057)))",2021,3,
"MultiPolygon (((767395.80721204611472785 1677745.97389935003593564, 767323.30168334301561117 1677758.21376520465128124, 767324.43076040071900934 1677791.32917591906152666, 767312.10113207530230284 1677816.54187758127227426, 767318.64740757062099874 1677846.06538582569919527, 767421.39607913955114782 1677840.81200699415057898, 767395.80721204611472785 1677745.97389935003593564)))",2021,1,
"MultiPolygon (((767149.60267883469350636 1680146.04709521634504199, 767134.05577272968366742 1680132.80637897201813757, 767111.14501063711941242 1680133.65295030688866973, 767008.23185401828959584 1680201.56654333951883018, 766998.47645216935779899 1680236.88315567630343139, 767053.17105967691168189 1680211.26644670800305903, 767149.60267883469350636 1680146.04709521634504199)))",2021,1,
